Cell	Cell_Type	Gender
F10.MAA000920.3_11_M.1.1	leukocyte	M
H10.MAA000920.3_11_M.1.1	leukocyte	M
F22.MAA000920.3_11_M.1.1	leukocyte	M
J7.MAA000936.3_9_M.1.1	leukocyte	M
O4.MAA000936.3_9_M.1.1	leukocyte	M
A8.MAA000936.3_9_M.1.1	leukocyte	M
C14.MAA000936.3_9_M.1.1	leukocyte	M
J8.MAA000936.3_9_M.1.1	leukocyte	M
J10.MAA000936.3_9_M.1.1	leukocyte	M
L19.MAA000936.3_9_M.1.1	leukocyte	M
A10.MAA000936.3_9_M.1.1	leukocyte	M
C15.MAA000936.3_9_M.1.1	leukocyte	M
A12.MAA000936.3_9_M.1.1	leukocyte	M
J11.MAA000936.3_9_M.1.1	leukocyte	M
L20.MAA000936.3_9_M.1.1	leukocyte	M
G5.MAA000936.3_9_M.1.1	leukocyte	M
D6.MAA000936.3_9_M.1.1	leukocyte	M
G10.MAA000936.3_9_M.1.1	leukocyte	M
G9.MAA000936.3_9_M.1.1	leukocyte	M
O16.MAA000936.3_9_M.1.1	leukocyte	M
M2.MAA000936.3_9_M.1.1	leukocyte	M
O15.MAA000936.3_9_M.1.1	leukocyte	M
D8.MAA000936.3_9_M.1.1	leukocyte	M
B6.MAA000936.3_9_M.1.1	leukocyte	M
G19.MAA000936.3_9_M.1.1	leukocyte	M
J20.MAA000936.3_9_M.1.1	leukocyte	M
M14.MAA000936.3_9_M.1.1	leukocyte	M
D14.MAA000936.3_9_M.1.1	leukocyte	M
M17.MAA000936.3_9_M.1.1	leukocyte	M
P3.MAA000936.3_9_M.1.1	leukocyte	M
J21.MAA000936.3_9_M.1.1	leukocyte	M
H8.MAA000936.3_9_M.1.1	leukocyte	M
K7.MAA000936.3_9_M.1.1	leukocyte	M
M19.MAA000936.3_9_M.1.1	leukocyte	M
P5.MAA000936.3_9_M.1.1	leukocyte	M
B11.MAA000936.3_9_M.1.1	leukocyte	M
B13.MAA000936.3_9_M.1.1	leukocyte	M
K12.MAA000936.3_9_M.1.1	leukocyte	M
P7.MAA000936.3_9_M.1.1	leukocyte	M
K14.MAA000936.3_9_M.1.1	leukocyte	M
E8.MAA000936.3_9_M.1.1	leukocyte	M
H22.MAA000936.3_9_M.1.1	leukocyte	M
K16.MAA000936.3_9_M.1.1	leukocyte	M
N9.MAA000936.3_9_M.1.1	leukocyte	M
B19.MAA000936.3_9_M.1.1	leukocyte	M
E10.MAA000936.3_9_M.1.1	leukocyte	M
I6.MAA000936.3_9_M.1.1	leukocyte	M
P11.MAA000936.3_9_M.1.1	leukocyte	M
P12.MAA000936.3_9_M.1.1	leukocyte	M
K22.MAA000936.3_9_M.1.1	leukocyte	M
B22.MAA000936.3_9_M.1.1	leukocyte	M
I12.MAA000936.3_9_M.1.1	leukocyte	M
N18.MAA000936.3_9_M.1.1	leukocyte	M
N19.MAA000936.3_9_M.1.1	leukocyte	M
P22.MAA000936.3_9_M.1.1	leukocyte	M
F4.MAA000936.3_9_M.1.1	leukocyte	M
I19.MAA000936.3_9_M.1.1	leukocyte	M
L8.MAA000936.3_9_M.1.1	leukocyte	M
N20.MAA000936.3_9_M.1.1	leukocyte	M
I21.MAA000936.3_9_M.1.1	leukocyte	M
A5.MAA000936.3_9_M.1.1	leukocyte	M
F12.MAA000936.3_9_M.1.1	leukocyte	M
L12.MAA000936.3_9_M.1.1	leukocyte	M
J8.B000633.3_56_F.1.1	leukocyte	F
D13.B000633.3_56_F.1.1	leukocyte	F
A16.B000633.3_56_F.1.1	leukocyte	F
C2.B000633.3_56_F.1.1	leukocyte	F
D17.B000633.3_56_F.1.1	leukocyte	F
G17.B000633.3_56_F.1.1	leukocyte	F
L2.B000633.3_56_F.1.1	leukocyte	F
E3.B000633.3_56_F.1.1	leukocyte	F
H3.B000633.3_56_F.1.1	leukocyte	F
B3.B000633.3_56_F.1.1	leukocyte	F
A1.B000633.3_56_F.1.1	leukocyte	F
B4.B000633.3_56_F.1.1	leukocyte	F
P7.B000633.3_56_F.1.1	leukocyte	F
H6.B000633.3_56_F.1.1	leukocyte	F
I17.B000633.3_56_F.1.1	leukocyte	F
K2.B000633.3_56_F.1.1	leukocyte	F
D1.B000633.3_56_F.1.1	leukocyte	F
L12.B000633.3_56_F.1.1	leukocyte	F
A3.B000633.3_56_F.1.1	leukocyte	F
H8.B000633.3_56_F.1.1	leukocyte	F
A4.B000633.3_56_F.1.1	leukocyte	F
E14.B000633.3_56_F.1.1	leukocyte	F
B12.B000633.3_56_F.1.1	leukocyte	F
G3.B000633.3_56_F.1.1	leukocyte	F
L22.B000633.3_56_F.1.1	leukocyte	F
D11.B000633.3_56_F.1.1	leukocyte	F
G6.B000634.3_56_F.1.1	leukocyte	F
M8.B000634.3_56_F.1.1	leukocyte	F
G17.B000634.3_56_F.1.1	leukocyte	F
J21.B000634.3_56_F.1.1	leukocyte	F
I4.B000634.3_56_F.1.1	leukocyte	F
A12.B000636.3_56_F.1.1	leukocyte	F
E4.B000636.3_56_F.1.1	leukocyte	F
I6.B000636.3_56_F.1.1	leukocyte	F
P2.B000636.3_56_F.1.1	leukocyte	F
O10.B000636.3_56_F.1.1	leukocyte	F
P13.B000636.3_56_F.1.1	leukocyte	F
K10.B000636.3_56_F.1.1	leukocyte	F
M16.B002010.3_39_F.1.1	leukocyte	F
F19.B002010.3_39_F.1.1	leukocyte	F
H1.B002010.3_39_F.1.1	leukocyte	F
F20.B002010.3_39_F.1.1	leukocyte	F
M19.B002010.3_39_F.1.1	leukocyte	F
O1.B002010.3_39_F.1.1	leukocyte	F
P3.B002010.3_39_F.1.1	leukocyte	F
B11.B002010.3_39_F.1.1	leukocyte	F
J12.B002010.3_39_F.1.1	leukocyte	F
C16.B002010.3_39_F.1.1	leukocyte	F
J15.B002010.3_39_F.1.1	leukocyte	F
C18.B002010.3_39_F.1.1	leukocyte	F
I13.B002010.3_39_F.1.1	leukocyte	F
J16.B002010.3_39_F.1.1	leukocyte	F
P6.B002010.3_39_F.1.1	leukocyte	F
C20.B002010.3_39_F.1.1	leukocyte	F
K22.B002010.3_39_F.1.1	leukocyte	F
C22.B002010.3_39_F.1.1	leukocyte	F
B20.B002010.3_39_F.1.1	leukocyte	F
G13.B002010.3_39_F.1.1	leukocyte	F
E9.B002010.3_39_F.1.1	leukocyte	F
L6.B002010.3_39_F.1.1	leukocyte	F
G15.B002010.3_39_F.1.1	leukocyte	F
K4.B002010.3_39_F.1.1	leukocyte	F
O14.B002010.3_39_F.1.1	leukocyte	F
K5.B002010.3_39_F.1.1	leukocyte	F
L8.B002010.3_39_F.1.1	leukocyte	F
L9.B002010.3_39_F.1.1	leukocyte	F
E14.B002010.3_39_F.1.1	leukocyte	F
L12.B002010.3_39_F.1.1	leukocyte	F
M14.B002010.3_39_F.1.1	leukocyte	F
I2.B002010.3_39_F.1.1	leukocyte	F
P12.B002010.3_39_F.1.1	leukocyte	F
P17.B002010.3_39_F.1.1	leukocyte	F
D6.B002011.3_38_F.1.1	leukocyte	F
J18.B002011.3_38_F.1.1	leukocyte	F
J21.B002011.3_38_F.1.1	leukocyte	F
P4.B002011.3_38_F.1.1	leukocyte	F
I8.B002011.3_38_F.1.1	leukocyte	F
P8.B002011.3_38_F.1.1	leukocyte	F
G14.B002011.3_38_F.1.1	leukocyte	F
M21.B002011.3_38_F.1.1	leukocyte	F
J2.B002011.3_38_F.1.1	leukocyte	F
J17.B002011.3_38_F.1.1	leukocyte	F
M4.B002011.3_38_F.1.1	leukocyte	F
