Cell	Cell_Type	Gender
O12.B002010.3_39_F.1.1	endocardial_cell	F
M10.B002010.3_39_F.1.1	endocardial_cell	F
C3.B002010.3_39_F.1.1	endocardial_cell	F
K7.B002010.3_39_F.1.1	endocardial_cell	F
L11.B002010.3_39_F.1.1	endocardial_cell	F
B4.B002010.3_39_F.1.1	endocardial_cell	F
E16.B002010.3_39_F.1.1	endocardial_cell	F
F17.B002010.3_39_F.1.1	endocardial_cell	F
K11.B002010.3_39_F.1.1	endocardial_cell	F
G2.B002011.3_38_F.1.1	endocardial_cell	F
A16.B002011.3_38_F.1.1	endocardial_cell	F
C20.B002011.3_38_F.1.1	endocardial_cell	F
D12.B002011.3_38_F.1.1	endocardial_cell	F
H15.B002011.3_38_F.1.1	endocardial_cell	F
P1.B002011.3_38_F.1.1	endocardial_cell	F
M11.B002011.3_38_F.1.1	endocardial_cell	F
I10.B002011.3_38_F.1.1	endocardial_cell	F
K17.B002011.3_38_F.1.1	endocardial_cell	F
J9.B002011.3_38_F.1.1	endocardial_cell	F
A9.B002421.3_39_F.1.1	endocardial_cell	F
A12.B002421.3_39_F.1.1	endocardial_cell	F
E21.B002421.3_39_F.1.1	endocardial_cell	F
O21.B002421.3_39_F.1.1	endocardial_cell	F
H19.B002423.3_39_F.1.1	endocardial_cell	F
O8.B002423.3_39_F.1.1	endocardial_cell	F
P16.B002423.3_39_F.1.1	endocardial_cell	F
E21.B002427.3_39_F.1.1	endocardial_cell	F
G6.B002427.3_39_F.1.1	endocardial_cell	F
F6.B002427.3_39_F.1.1	endocardial_cell	F
J17.B002427.3_39_F.1.1	endocardial_cell	F
N1.B002427.3_39_F.1.1	endocardial_cell	F
B5.B002427.3_39_F.1.1	endocardial_cell	F
D11.B002427.3_39_F.1.1	endocardial_cell	F
F17.B002427.3_39_F.1.1	endocardial_cell	F
K5.B002427.3_39_F.1.1	endocardial_cell	F
D17.B002427.3_39_F.1.1	endocardial_cell	F
I3.B002427.3_39_F.1.1	endocardial_cell	F
K6.B002427.3_39_F.1.1	endocardial_cell	F
N18.B002427.3_39_F.1.1	endocardial_cell	F
O9.B002427.3_39_F.1.1	endocardial_cell	F
I11.B002428.3_38_F.1.1	endocardial_cell	F
A1.B002428.3_38_F.1.1	endocardial_cell	F
P8.B002428.3_38_F.1.1	endocardial_cell	F
B9.B002428.3_38_F.1.1	endocardial_cell	F
G5.B002428.3_38_F.1.1	endocardial_cell	F
J18.B002428.3_38_F.1.1	endocardial_cell	F
H11.B002428.3_38_F.1.1	endocardial_cell	F
M4.B002428.3_38_F.1.1	endocardial_cell	F
J21.B002428.3_38_F.1.1	endocardial_cell	F
L3.B002428.3_38_F.1.1	endocardial_cell	F
M6.B002428.3_38_F.1.1	endocardial_cell	F
E1.B002428.3_38_F.1.1	endocardial_cell	F
H16.B002428.3_38_F.1.1	endocardial_cell	F
P16.B002428.3_38_F.1.1	endocardial_cell	F
A16.B002428.3_38_F.1.1	endocardial_cell	F
H21.B002428.3_38_F.1.1	endocardial_cell	F
I1.B002428.3_38_F.1.1	endocardial_cell	F
P21.B000412.3_56_F.1.1	endocardial_cell	F
E6.MAA100037.3_10_M.1.1	endocardial_cell	M
