Cell	Cell_Type	Gender
O2.MAA000587.3_8_M.1.1	endothelial_cell	M
E19.MAA000587.3_8_M.1.1	endothelial_cell	M
L2.MAA000587.3_8_M.1.1	endothelial_cell	M
P22.MAA000587.3_8_M.1.1	endothelial_cell	M
I15.MAA000587.3_8_M.1.1	endothelial_cell	M
O5.MAA000587.3_8_M.1.1	endothelial_cell	M
C16.MAA000587.3_8_M.1.1	endothelial_cell	M
O9.MAA000587.3_8_M.1.1	endothelial_cell	M
F11.MAA000587.3_8_M.1.1	endothelial_cell	M
J8.MAA000587.3_8_M.1.1	endothelial_cell	M
A20.MAA000587.3_8_M.1.1	endothelial_cell	M
D8.MAA000587.3_8_M.1.1	endothelial_cell	M
B1.MAA000587.3_8_M.1.1	endothelial_cell	M
D16.MAA000587.3_8_M.1.1	endothelial_cell	M
G13.MAA000587.3_8_M.1.1	endothelial_cell	M
O20.MAA000587.3_8_M.1.1	endothelial_cell	M
D17.MAA000587.3_8_M.1.1	endothelial_cell	M
G16.MAA000587.3_8_M.1.1	endothelial_cell	M
B3.MAA000587.3_8_M.1.1	endothelial_cell	M
K4.MAA000587.3_8_M.1.1	endothelial_cell	M
P9.MAA000589.3_9_M.1.1	endothelial_cell	M
B13.MAA000589.3_9_M.1.1	endothelial_cell	M
F2.MAA000589.3_9_M.1.1	endothelial_cell	M
B17.MAA000589.3_9_M.1.1	endothelial_cell	M
B14.MAA000589.3_9_M.1.1	endothelial_cell	M
F6.MAA000589.3_9_M.1.1	endothelial_cell	M
I16.MAA000589.3_9_M.1.1	endothelial_cell	M
F14.MAA000589.3_9_M.1.1	endothelial_cell	M
I17.MAA000589.3_9_M.1.1	endothelial_cell	M
M6.MAA000589.3_9_M.1.1	endothelial_cell	M
C6.MAA000589.3_9_M.1.1	endothelial_cell	M
J3.MAA000589.3_9_M.1.1	endothelial_cell	M
M8.MAA000589.3_9_M.1.1	endothelial_cell	M
C8.MAA000589.3_9_M.1.1	endothelial_cell	M
C12.MAA000589.3_9_M.1.1	endothelial_cell	M
F20.MAA000589.3_9_M.1.1	endothelial_cell	M
J12.MAA000589.3_9_M.1.1	endothelial_cell	M
P20.MAA000589.3_9_M.1.1	endothelial_cell	M
C14.MAA000589.3_9_M.1.1	endothelial_cell	M
C17.MAA000589.3_9_M.1.1	endothelial_cell	M
J19.MAA000589.3_9_M.1.1	endothelial_cell	M
J22.MAA000589.3_9_M.1.1	endothelial_cell	M
A3.MAA000589.3_9_M.1.1	endothelial_cell	M
D1.MAA000589.3_9_M.1.1	endothelial_cell	M
K7.MAA000589.3_9_M.1.1	endothelial_cell	M
O8.MAA000589.3_9_M.1.1	endothelial_cell	M
