Cell	Cell_Type	Gender
D16.MAA000424.3_11_M.1.1	endothelial_cell	M
M18.MAA000424.3_11_M.1.1	endothelial_cell	M
F3.MAA000424.3_11_M.1.1	endothelial_cell	M
F14.MAA000424.3_11_M.1.1	endothelial_cell	M
N22.MAA000424.3_11_M.1.1	endothelial_cell	M
F18.MAA000424.3_11_M.1.1	endothelial_cell	M
O20.MAA000424.3_11_M.1.1	endothelial_cell	M
F22.MAA000424.3_11_M.1.1	endothelial_cell	M
A7.MAA000424.3_11_M.1.1	endothelial_cell	M
P15.MAA000424.3_11_M.1.1	endothelial_cell	M
B4.MAA001845.3_39_F.1.1	endothelial_cell	F
C7.MAA001845.3_39_F.1.1	endothelial_cell	F
B6.MAA001845.3_39_F.1.1	endothelial_cell	F
C8.MAA001845.3_39_F.1.1	endothelial_cell	F
B7.MAA001845.3_39_F.1.1	endothelial_cell	F
C9.MAA001845.3_39_F.1.1	endothelial_cell	F
C10.MAA001845.3_39_F.1.1	endothelial_cell	F
A5.MAA001845.3_39_F.1.1	endothelial_cell	F
B9.MAA001845.3_39_F.1.1	endothelial_cell	F
B11.MAA001845.3_39_F.1.1	endothelial_cell	F
A8.MAA001845.3_39_F.1.1	endothelial_cell	F
A9.MAA001845.3_39_F.1.1	endothelial_cell	F
B14.MAA001845.3_39_F.1.1	endothelial_cell	F
D3.MAA001845.3_39_F.1.1	endothelial_cell	F
D4.MAA001845.3_39_F.1.1	endothelial_cell	F
A14.MAA001845.3_39_F.1.1	endothelial_cell	F
D5.MAA001845.3_39_F.1.1	endothelial_cell	F
D10.MAA001845.3_39_F.1.1	endothelial_cell	F
A18.MAA001845.3_39_F.1.1	endothelial_cell	F
E1.MAA001845.3_39_F.1.1	endothelial_cell	F
E3.MAA001845.3_39_F.1.1	endothelial_cell	F
E4.MAA001845.3_39_F.1.1	endothelial_cell	F
B1.MAA001845.3_39_F.1.1	endothelial_cell	F
C3.MAA001845.3_39_F.1.1	endothelial_cell	F
E5.MAA001845.3_39_F.1.1	endothelial_cell	F
B2.MAA001845.3_39_F.1.1	endothelial_cell	F
H2.MAA001853.3_38_F.1.1	endothelial_cell	F
H4.MAA001853.3_38_F.1.1	endothelial_cell	F
H13.MAA001853.3_38_F.1.1	endothelial_cell	F
I3.MAA001853.3_38_F.1.1	endothelial_cell	F
I8.MAA001853.3_38_F.1.1	endothelial_cell	F
J3.MAA001853.3_38_F.1.1	endothelial_cell	F
J6.MAA001853.3_38_F.1.1	endothelial_cell	F
J7.MAA001853.3_38_F.1.1	endothelial_cell	F
J10.MAA001853.3_38_F.1.1	endothelial_cell	F
K1.MAA001853.3_38_F.1.1	endothelial_cell	F
F7.MAA001853.3_38_F.1.1	endothelial_cell	F
G3.MAA001853.3_38_F.1.1	endothelial_cell	F
G8.MAA001894.3_39_F.1.1	endothelial_cell	F
D6.MAA001894.3_39_F.1.1	endothelial_cell	F
A1.MAA001894.3_39_F.1.1	endothelial_cell	F
I22.MAA001894.3_39_F.1.1	endothelial_cell	F
J2.MAA001894.3_39_F.1.1	endothelial_cell	F
F5.MAA001894.3_39_F.1.1	endothelial_cell	F
G2.MAA001894.3_39_F.1.1	endothelial_cell	F
P21.MAA001894.3_39_F.1.1	endothelial_cell	F
M18.MAA001894.3_39_F.1.1	endothelial_cell	F
M6.MAA001894.3_39_F.1.1	endothelial_cell	F
P1.MAA001894.3_39_F.1.1	endothelial_cell	F
M11.MAA001894.3_39_F.1.1	endothelial_cell	F
D9.MAA001895.3_38_F.1.1	endothelial_cell	F
F20.MAA001895.3_38_F.1.1	endothelial_cell	F
A15.MAA001895.3_38_F.1.1	endothelial_cell	F
D18.MAA001895.3_38_F.1.1	endothelial_cell	F
G4.MAA001895.3_38_F.1.1	endothelial_cell	F
A17.MAA001895.3_38_F.1.1	endothelial_cell	F
D20.MAA001895.3_38_F.1.1	endothelial_cell	F
